Organizational Set Name|Organizational Set Description|Org Set Type|Job in Org Set
FG-RT-10413011|Fund Group Org Set Reports to 10413011|All|UCSDH/Medical Center/Nursing/4200304/304
FG-RT-10413025|Fund Group Org Set Reports to 10413025|All|UCSDH/Health Physician Group/Faculty Practice/4310085/2101
FG-RT-10413025|Fund Group Org Set Reports to 10413025|All|UCSDH/Medical Center/Neurology/4200610/610
FG-RT-10413025|Fund Group Org Set Reports to 10413025|All|UCSDH/Medical Center/Neurology/4200687/687
FG-RT-10413029|Fund Group Org Set Reports to 10413029|All|UCSDH/Medical Center/Radiology/4200764/764
FG-RT-10413113|Fund Group Org Set Reports to 10413113|All|UCSDH/Medical Center/CVC - Pulmonology/4200215/215
FG-RT-10413113|Fund Group Org Set Reports to 10413113|All|UCSDH/Medical Center/CVC - Pulmonology/4200674/674
FG-RT-10413115|Fund Group Org Set Reports to 10413115|All|UCSDH/Health Science/Human Resources/3000219/009
FG-RT-10413256|Fund Group Org Set Reports to 10413256|All|UCSDH/PHSO/IS/4441040/2723
FG-RT-10413319|Fund Group Org Set Reports to 10413319|All|UCSDH/Medical Center/CVC - Operations Support/4200680/680
FG-RT-10413319|Fund Group Org Set Reports to 10413319|All|UCSDH/Medical Center/LM - Operations Support/4200239/239
FG-RT-10413319|Fund Group Org Set Reports to 10413319|All|UCSDH/Medical Center/LM - Operations Support/4200682/682
FG-RT-10413319|Fund Group Org Set Reports to 10413319|All|UCSDH/Medical Center/LM - Operations Support/4200786/786
FG-RT-10413354|Fund Group Org Set Reports to 10413354|All|UCSDH/PHSO/MSO Admin/4441002/2863
FG-RT-10413422|Fund Group Org Set Reports to 10413422|All|UCSDH/Medical Center/Nursing/4200637/637
FG-RT-10413461|Fund Group Org Set Reports to 10413461|All|UCSDH/Medical Center/MJ - Outpatient Clinics/4200310/310
FG-RT-10413461|Fund Group Org Set Reports to 10413461|All|UCSDH/Medical Center/Oncology/4200311/311
FG-RT-10413536|Fund Group Org Set Reports to 10413536|All|UCSDH/Medical Center/Pharmacy/4200210/210
FG-RT-10413536|Fund Group Org Set Reports to 10413536|All|UCSDH/Medical Center/Pharmacy/4200276/276
FG-RT-10413542|Fund Group Org Set Reports to 10413542|All|UCSDH/Health Science/Information Services/3000195/6110
FG-RT-10413542|Fund Group Org Set Reports to 10413542|All|UCSDH/Medical Center/Information Services/4200854/854
FG-RT-10413944|Fund Group Org Set Reports to 10413944|All|UCSDH/Medical Center/Revenue Cycle/4200898/898
FG-RT-10414077|Fund Group Org Set Reports to 10414077|All|UCSDH/Health Physician Group/Faculty Practice/4310075/2591
FG-RT-10414100|Fund Group Org Set Reports to 10414100|All|UCSDH/Health Physician Group/Community Care/4310028/2680
FG-RT-10414100|Fund Group Org Set Reports to 10414100|All|UCSDH/Health Physician Group/Community Care/4310049/2860
FG-RT-10414100|Fund Group Org Set Reports to 10414100|All|UCSDH/Health Physician Group/Community Care/4310077/2678
FG-RT-10414102|Fund Group Org Set Reports to 10414102|All|UCSDH/Health Physician Group/Faculty Practice/4310016/2375
FG-RT-10414102|Fund Group Org Set Reports to 10414102|All|UCSDH/Health Physician Group/Faculty Practice/4310016/2787
FG-RT-10414102|Fund Group Org Set Reports to 10414102|All|UCSDH/Health Physician Group/Faculty Practice/4310016/2872
FG-RT-10414102|Fund Group Org Set Reports to 10414102|All|UCSDH/Medical Center/LM - Operations Support/4200239/239
FG-RT-10414102|Fund Group Org Set Reports to 10414102|All|UCSDH/Medical Center/LM - Outpatient Clinics/4200241/241
FG-RT-10414119|Fund Group Org Set Reports to 10414119|All|UCSDH/Medical Center/Facilities/4200861/861
FG-RT-10414167|Fund Group Org Set Reports to 10414167|All|UCSDH/Medical Center/MJ - Outpatient Clinics/4200194/194
FG-RT-10414167|Fund Group Org Set Reports to 10414167|All|UCSDH/Medical Center/MJ - Outpatient Clinics/4200316/316
FG-RT-10414167|Fund Group Org Set Reports to 10414167|All|UCSDH/Medical Center/MJ - Outpatient Clinics/4200656/656
FG-RT-10414187|Fund Group Org Set Reports to 10414187|All|UCSDH/Medical Center/Compliance/4200882/882
FG-RT-10414225|Fund Group Org Set Reports to 10414225|All|UCSDH/Medical Center/Revenue Cycle/4200962/962
FG-RT-10414227|Fund Group Org Set Reports to 10414227|All|UCSDH/Medical Center/Nursing/4200621/621
FG-RT-10414227|Fund Group Org Set Reports to 10414227|All|UCSDH/Medical Center/Nursing/4200630/630
FG-RT-10414227|Fund Group Org Set Reports to 10414227|All|UCSDH/Medical Center/Nursing/4200662/662
FG-RT-10414236|Fund Group Org Set Reports to 10414236|All|UCSDH/Health Physician Group/Faculty Practice/4310009/2554
FG-RT-10414236|Fund Group Org Set Reports to 10414236|All|UCSDH/Health Physician Group/Faculty Practice/4310104/2038
FG-RT-10414378|Fund Group Org Set Reports to 10414378|All|UCSDH/Medical Center/Lab/4200723/723
FG-RT-10414382|Fund Group Org Set Reports to 10414382|All|UCSDH/Medical Center/CV - Clinical Administration/4200922/922
FG-RT-10414423|Fund Group Org Set Reports to 10414423|All|UCSDH/Health Physician Group/Faculty Practice/4310027/2065
FG-RT-10414423|Fund Group Org Set Reports to 10414423|All|UCSDH/Health Physician Group/Faculty Practice/4310107/2533
FG-RT-10414495|Fund Group Org Set Reports to 10414495|All|UCSDH/Medical Center/Lab/4200450/450
FG-RT-10414495|Fund Group Org Set Reports to 10414495|All|UCSDH/Medical Center/Lab/4200720/720
FG-RT-10414593|Fund Group Org Set Reports to 10414593|All|UCSDH/Medical Center/CVC - Pulmonology/4200220/220
FG-RT-10414597|Fund Group Org Set Reports to 10414597|All|UCSDH/Medical Center/OPO-Tissue/4200778/778
FG-RT-10414685|Fund Group Org Set Reports to 10414685|All|UCSDH/Medical Center/Nursing/4200602/602
FG-RT-10414691|Fund Group Org Set Reports to 10414691|All|UCSDH/Medical Center/Facilities/4200363/363
FG-RT-10414691|Fund Group Org Set Reports to 10414691|All|UCSDH/Medical Center/Facilities/4200368/368
FG-RT-10414697|Fund Group Org Set Reports to 10414697|All|UCSDH/Health Science/Information Services/3000195/6104
FG-RT-10414697|Fund Group Org Set Reports to 10414697|All|UCSDH/Health Science/Information Services/3000195/6107
FG-RT-10414697|Fund Group Org Set Reports to 10414697|All|UCSDH/Health Science/Information Services/3000195/6111
FG-RT-10414697|Fund Group Org Set Reports to 10414697|All|UCSDH/Medical Center/Information Services/4200921/921
FG-RT-10414719|Fund Group Org Set Reports to 10414719|All|UCSDH/Medical Center/Finance/4200958/958
FG-RT-10414751|Fund Group Org Set Reports to 10414751|All|UCSDH/Medical Center/Radiology/4200203/203
FG-RT-10414757|Fund Group Org Set Reports to 10414757|All|UCSDH/Health Physician Group/Faculty Practice/4310125/2123
FG-RT-10414757|Fund Group Org Set Reports to 10414757|All|UCSDH/Medical Center/CVC - Pulmonology/4200214/214
FG-RT-10414757|Fund Group Org Set Reports to 10414757|All|UCSDH/Medical Center/CVC - Pulmonology/4200215/215
FG-RT-10414757|Fund Group Org Set Reports to 10414757|All|UCSDH/Medical Center/CVC - Pulmonology/4200661/661
FG-RT-10414757|Fund Group Org Set Reports to 10414757|All|UCSDH/Medical Center/CVC - Pulmonology/4200678/678
FG-RT-10414757|Fund Group Org Set Reports to 10414757|All|UCSDH/Medical Center/CVC - Pulmonology/4200771/771
FG-RT-10414757|Fund Group Org Set Reports to 10414757|All|UCSDH/Medical Center/CVC - Pulmonology/4200772/772
FG-RT-10414765|Fund Group Org Set Reports to 10414765|All|UCSDH/Medical Center/Nursing - Women and Infants/4200611/611
FG-RT-10414765|Fund Group Org Set Reports to 10414765|All|UCSDH/Medical Center/Nursing - Women and Infants/4200638/638
FG-RT-10414765|Fund Group Org Set Reports to 10414765|All|UCSDH/Medical Center/Nursing - Women and Infants/4200710/710
FG-RT-10414765|Fund Group Org Set Reports to 10414765|All|UCSDH/Medical Center/Nursing - Women and Infants/4200767/767
FG-RT-10414781|Fund Group Org Set Reports to 10414781|All|UCSDH/Medical Center/Nursing/4200642/642
FG-RT-10414783|Fund Group Org Set Reports to 10414783|All|UCSDH/Medical Center/Oncology/4200186/186
FG-RT-10414783|Fund Group Org Set Reports to 10414783|All|UCSDH/Medical Center/Oncology/4200283/283
FG-RT-10414783|Fund Group Org Set Reports to 10414783|All|UCSDH/Medical Center/Perioperative/4200639/639
FG-RT-10414936|Fund Group Org Set Reports to 10414936|All|UCSDH/Health Physician Group/Community Care/4310101/2733
FG-RT-10414936|Fund Group Org Set Reports to 10414936|All|UCSDH/Health Physician Group/Faculty Practice/4310101/2467
FG-RT-10414936|Fund Group Org Set Reports to 10414936|All|UCSDH/Medical Center/PT-OT/4200225/225
FG-RT-10415010|Fund Group Org Set Reports to 10415010|All|UCSDH/Medical Center/Psychiatry/4200221/221
FG-RT-10415013|Fund Group Org Set Reports to 10415013|All|UCSDH/Medical Center/CVC - Pulmonology/4200214/214
FG-RT-10415013|Fund Group Org Set Reports to 10415013|All|UCSDH/Medical Center/CVC - Pulmonology/4200220/220
FG-RT-10415013|Fund Group Org Set Reports to 10415013|All|UCSDH/Medical Center/CVC - Pulmonology/4200446/446
FG-RT-10415013|Fund Group Org Set Reports to 10415013|All|UCSDH/Medical Center/CVC - Pulmonology/4200771/771
FG-RT-10415047|Fund Group Org Set Reports to 10415047|All|UCSDH/Medical Center/Radiology/4200764/764
FG-RT-10415047|Fund Group Org Set Reports to 10415047|All|UCSDH/Medical Center/Radiology/4200774/774
FG-RT-10415097|Fund Group Org Set Reports to 10415097|All|UCSDH/Health Physician Group/Faculty Practice/4310028/2736
FG-RT-10415097|Fund Group Org Set Reports to 10415097|All|UCSDH/Health Physician Group/Faculty Practice/4310028/2737
FG-RT-10415097|Fund Group Org Set Reports to 10415097|All|UCSDH/Health Physician Group/Faculty Practice/4310028/2879
FG-RT-10415107|Fund Group Org Set Reports to 10415107|All|UCSDH/Medical Center/CAO TBD - Outpatient Clinics/4200681/681
FG-RT-10415135|Fund Group Org Set Reports to 10415135|All|UCSDH/Health Physician Group/Faculty Practice/4310016/2787
FG-RT-10415171|Fund Group Org Set Reports to 10415171|All|UCSDH/Health Physician Group/Faculty Practice/4310046/2024
FG-RT-10415171|Fund Group Org Set Reports to 10415171|All|UCSDH/Medical Center/Information Services/4200914/914
FG-RT-10415171|Fund Group Org Set Reports to 10415171|All|UCSDH/Medical Center/Transplant/4200745/745
FG-RT-10415189|Fund Group Org Set Reports to 10415189|All|UCSDH/Medical Center/Nursing/4200606/606
FG-RT-10415189|Fund Group Org Set Reports to 10415189|All|UCSDH/Medical Center/Nursing/4200609/609
FG-RT-10415189|Fund Group Org Set Reports to 10415189|All|UCSDH/Medical Center/Nursing/4200615/615
FG-RT-10415189|Fund Group Org Set Reports to 10415189|All|UCSDH/Medical Center/Nursing/4200625/625
FG-RT-10415189|Fund Group Org Set Reports to 10415189|All|UCSDH/Medical Center/Nursing/4200630/630
FG-RT-10415189|Fund Group Org Set Reports to 10415189|All|UCSDH/Medical Center/Nursing/4200633/633
FG-RT-10415189|Fund Group Org Set Reports to 10415189|All|UCSDH/Medical Center/Nursing/4200969/969
FG-RT-10415217|Fund Group Org Set Reports to 10415217|All|UCSDH/Health Physician Group/Faculty Practice/4310046/2024
FG-RT-10415335|Fund Group Org Set Reports to 10415335|All|UCSDH/Medical Center/Revenue Cycle/4200372/372
FG-RT-10415335|Fund Group Org Set Reports to 10415335|All|UCSDH/Medical Center/Revenue Cycle/4200938/938
FG-RT-10415519|Fund Group Org Set Reports to 10415519|All|UCSDH/Health Science/Human Resources/3000219/013
FG-RT-10415519|Fund Group Org Set Reports to 10415519|All|UCSDH/Health Science/Human Resources/3000219/099
FG-RT-10415588|Fund Group Org Set Reports to 10415588|All|UCSDH/Health Physician Group/Faculty Practice/4310152/2582
FG-RT-10415594|Fund Group Org Set Reports to 10415594|All|UCSDH/Medical Center/Lab/4200722/722
FG-RT-10415603|Fund Group Org Set Reports to 10415603|All|UCSDH/Medical Center/Chief of Staff Office/4200879/879
FG-RT-10415650|Fund Group Org Set Reports to 10415650|All|UCSDH/Medical Center/PT-OT/4200224/224
FG-RT-10415650|Fund Group Org Set Reports to 10415650|All|UCSDH/Medical Center/PT-OT/4200225/225
FG-RT-10415650|Fund Group Org Set Reports to 10415650|All|UCSDH/Medical Center/PT-OT/4200330/330
FG-RT-10415650|Fund Group Org Set Reports to 10415650|All|UCSDH/Medical Center/PT-OT/4200775/775
FG-RT-10415658|Fund Group Org Set Reports to 10415658|All|UCSDH/Medical Center/EC PT-OT/4200442/442
FG-RT-10415658|Fund Group Org Set Reports to 10415658|All|UCSDH/Medical Center/PT-OT/4200659/659
FG-RT-10415658|Fund Group Org Set Reports to 10415658|All|UCSDH/Medical Center/PT-OT/4200779/779
FG-RT-10415698|Fund Group Org Set Reports to 10415698|All|UCSDH/Medical Center/Nursing/4200130/130
FG-RT-10415698|Fund Group Org Set Reports to 10415698|All|UCSDH/Medical Center/Nursing/4200149/149
FG-RT-10415715|Fund Group Org Set Reports to 10415715|All|UCSDH/Medical Center/Finance/4200933/933
FG-RT-10415728|Fund Group Org Set Reports to 10415728|All|UCSDH/Health Physician Group/Faculty Practice/4310090/2148
FG-RT-10415732|Fund Group Org Set Reports to 10415732|All|UCSDH/Medical Center/Nursing/4200642/642
FG-RT-10415750|Fund Group Org Set Reports to 10415750|All|UCSDH/Medical Center/Perioperative/4200714/714
FG-RT-10415764|Fund Group Org Set Reports to 10415764|All|UCSDH/Health Science/Information Services/3000195/6111
FG-RT-10415764|Fund Group Org Set Reports to 10415764|All|UCSDH/Medical Center/Information Services/4200921/921
FG-RT-10415792|Fund Group Org Set Reports to 10415792|All|UCSDH/Health Science/Human Resources/3000219/011
FG-RT-10415808|Fund Group Org Set Reports to 10415808|All|UCSDH/Medical Center/Lab/4200725/725
FG-RT-10415823|Fund Group Org Set Reports to 10415823|All|UCSDH/Medical Center/Nursing/4200602/602
FG-RT-10415825|Fund Group Org Set Reports to 10415825|All|UCSDH/Medical Center/Pharmacy/4200727/727
FG-RT-10415892|Fund Group Org Set Reports to 10415892|All|UCSDH/Medical Center/Information Services/4200854/854
FG-RT-10415893|Fund Group Org Set Reports to 10415893|All|UCSDH/Medical Center/Psychiatry/4200221/221
FG-RT-10416111|Fund Group Org Set Reports to 10416111|All|UCSDH/Medical Center/EJ - Operations Support/4200833/833
FG-RT-10416111|Fund Group Org Set Reports to 10416111|All|UCSDH/Medical Center/EJ - Outpatient Clinics/4200777/777
FG-RT-10416150|Fund Group Org Set Reports to 10416150|All|UCSDH/Medical Center/Marketing/4200979/979
FG-RT-10416164|Fund Group Org Set Reports to 10416164|All|UCSDH/Medical Center/MJ - Outpatient Clinics/4200310/310
FG-RT-10416164|Fund Group Org Set Reports to 10416164|All|UCSDH/Medical Center/Oncology/4200311/311
FG-RT-10416169|Fund Group Org Set Reports to 10416169|All|UCSDH/Medical Center/CVC - Cardiovascular/4200240/240
FG-RT-10416169|Fund Group Org Set Reports to 10416169|All|UCSDH/Medical Center/CVC - Cardiovascular/4200243/243
FG-RT-10416169|Fund Group Org Set Reports to 10416169|All|UCSDH/Medical Center/CVC - Cardiovascular/4200703/703
FG-RT-10416169|Fund Group Org Set Reports to 10416169|All|UCSDH/Medical Center/CVC - Cardiovascular/4200750/750
FG-RT-10416169|Fund Group Org Set Reports to 10416169|All|UCSDH/Medical Center/CVC - Operations Support/4200952/952
FG-RT-10416169|Fund Group Org Set Reports to 10416169|All|UCSDH/Medical Center/LM - Operations Support/4200239/239
FG-RT-10416169|Fund Group Org Set Reports to 10416169|All|UCSDH/Medical Center/LM - Operations Support/4200786/786
FG-RT-10416169|Fund Group Org Set Reports to 10416169|All|UCSDH/Medical Center/LM - Outpatient Clinics/4200321/321
FG-RT-10416175|Fund Group Org Set Reports to 10416175|All|UCSDH/Medical Center/Information Services/4200930/930
FG-RT-10416255|Fund Group Org Set Reports to 10416255|All|UCSDH/Medical Center/EJ - Operations Support/4200395/395
FG-RT-10416308|Fund Group Org Set Reports to 10416308|All|UCSDH/Medical Center/Information Services/4200760/760
FG-RT-10416334|Fund Group Org Set Reports to 10416334|All|UCSDH/Health Physician Group/Faculty Practice/4310113/2727
FG-RT-10416334|Fund Group Org Set Reports to 10416334|All|UCSDH/Medical Center/Radiology/4200207/207
FG-RT-10416334|Fund Group Org Set Reports to 10416334|All|UCSDH/Medical Center/Radiology/4200318/318
FG-RT-10416338|Fund Group Org Set Reports to 10416338|All|UCSDH/Health Physician Group/Faculty Practice/4310046/2024
FG-RT-10416338|Fund Group Org Set Reports to 10416338|All|UCSDH/Medical Center/General Hospital/4200931/931
FG-RT-10416338|Fund Group Org Set Reports to 10416338|All|UCSDH/Medical Center/Information Services/4200914/914
FG-RT-10416338|Fund Group Org Set Reports to 10416338|All|UCSDH/PHSO/IS/4441040/2723
FG-RT-10416355|Fund Group Org Set Reports to 10416355|All|UCSDH/Medical Center/CMO - Clinical Administration/4200821/821
FG-RT-10416407|Fund Group Org Set Reports to 10416407|All|UCSDH/Health Physician Group/Faculty Practice/4310074/2025
FG-RT-10416407|Fund Group Org Set Reports to 10416407|All|UCSDH/Medical Center/Information Services/4200830/830
FG-RT-10416407|Fund Group Org Set Reports to 10416407|All|UCSDH/PHSO/IS/4441040/2723
FG-RT-10416412|Fund Group Org Set Reports to 10416412|All|UCSDH/PHSO/MSO Admin/4441038/2835
FG-RT-10416478|Fund Group Org Set Reports to 10416478|All|UCSDH/Medical Center/CVC - Pulmonology/4200661/661
FG-RT-10416615|Fund Group Org Set Reports to 10416615|All|UCSDH/Medical Center/Pharmacy/4200836/836
FG-RT-10416657|Fund Group Org Set Reports to 10416657|All|UCSDH/Medical Center/Transplant/4200698/698
FG-RT-10416657|Fund Group Org Set Reports to 10416657|All|UCSDH/Medical Center/Transplant/4200745/745
FG-RT-10416657|Fund Group Org Set Reports to 10416657|All|UCSDH/Medical Center/Transplant/4200749/749
FG-RT-10416657|Fund Group Org Set Reports to 10416657|All|UCSDH/Medical Center/Transplant/4200755/755
FG-RT-10416714|Fund Group Org Set Reports to 10416714|All|UCSDH/Medical Center/FNS/4200353/353
FG-RT-10416790|Fund Group Org Set Reports to 10416790|All|UCSDH/Medical Center/Information Services/4200760/760
FG-RT-10416791|Fund Group Org Set Reports to 10416791|All|UCSDH/Medical Center/Perioperative/4200795/795
FG-RT-10416815|Fund Group Org Set Reports to 10416815|All|UCSDH/Health Science/Health Science Miscellaneous/3000117/6075
FG-RT-10416815|Fund Group Org Set Reports to 10416815|All|UCSDH/Medical Center/Risk Management/4200950/950
FG-RT-10416827|Fund Group Org Set Reports to 10416827|All|UCSDH/Health Physician Group/Faculty Practice/4310100/2481
FG-RT-10416827|Fund Group Org Set Reports to 10416827|All|UCSDH/Health Physician Group/Faculty Practice/4310100/2482
FG-RT-10416827|Fund Group Org Set Reports to 10416827|All|UCSDH/Health Physician Group/Faculty Practice/4310100/2621
