Location Type|Parent Path|Location Name|Full Name|Description|Effective Date|Expiration Date|Address|Cost Center|Direct Work Percent|Indirect Work Percent|Timezone|Transferable|External ID
Job|UCSDH/Health Physician Group/Faculty Practice/4310050/2469|APP|APP|Advanced Practice Professional|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310050/2469|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310050/2469|LVN|LVN|Licensed Vocational Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310050/2469|MA|MA|Medical Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310050/2469|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310050/2469|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310050/2556|APP|APP|Advanced Practice Professional|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310050/2556|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310050/2556|LVN|LVN|Licensed Vocational Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310050/2556|MA|MA|Medical Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310050/2556|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310050/2556|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310050/2599|MA|MA|Medical Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310050/2599|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310052/2567|ADMIN MGR|ADMIN MGR|Admin and Ambulatory Admin Managers|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310053/2669|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310055/2608|MGR|MGR|Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310055/2608|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310056/2578|ASST|ASST|Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310056/2578|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310056/2578|LVN|LVN|Licensed Vocational Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310056/2578|MA|MA|Medical Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310056/2578|NM|NM|Nurse Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310056/2578|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310056/2578|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310057/2514|ADMIN MGR|ADMIN MGR|Admin and Ambulatory Admin Managers|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310057/2514|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310057/2514|LVN|LVN|Licensed Vocational Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310057/2514|MA|MA|Medical Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310057/2514|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310057/2857|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310057/2857|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310059/2447|ADMIN MGR|ADMIN MGR|Admin and Ambulatory Admin Managers|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310061/2595|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310061/2595|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310061/2595|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310062/2592|LVN|LVN|Licensed Vocational Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310062/2592|MA|MA|Medical Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310062/2592|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310066/2020|MA|MA|Medical Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310066/2020|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310066/2092|MA|MA|Medical Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310067/2697|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310067/2697|SW|SW|Social Worker|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310074/2025|MGR|MGR|Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310074/2025|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310075/2462|APP|APP|Advanced Practice Professional|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310075/2462|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310075/2462|LVN|LVN|Licensed Vocational Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310075/2462|MA|MA|Medical Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310075/2462|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310075/2591|APP|APP|Advanced Practice Professional|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310075/2591|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310075/2591|LVN|LVN|Licensed Vocational Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310075/2591|MA|MA|Medical Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310092/2128|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310092/2128|MA|MA|Medical Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310092/2128|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310092/2128|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310092/2846|TECH|TECH|Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310094/2597|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310095/2425|ASST|ASST|Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310095/2425|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310095/2425|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310095/2499|ADMIN MGR|ADMIN MGR|Admin and Ambulatory Admin Managers|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310095/2499|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310095/2499|LAB TECH|LAB TECH|Lab Technicians|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310095/2499|MA|MA|Medical Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310095/2499|SLP|SLP|Speech-Language Pathology|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310095/2499|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310095/2499|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310095/2508|ADMIN MGR|ADMIN MGR|Admin and Ambulatory Admin Managers|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310095/2508|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310095/2508|LAB TECH|LAB TECH|Lab Technicians|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310095/2508|LVN|LVN|Licensed Vocational Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310095/2508|MA|MA|Medical Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310095/2508|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310095/2508|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310095/2508|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310097/2883|APP|APP|Advanced Practice Professional|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310098/2532|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310098/2532|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310100/2481|PHLEB|PHLEB|Phlebotomist|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310100/2482|ASST|ASST|Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310100/2482|PHLEB|PHLEB|Phlebotomist|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310100/2482|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310100/2493|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310100/2493|PHLEB|PHLEB|Phlebotomist|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310100/2504|PHLEB|PHLEB|Phlebotomist|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310100/2610|PHLEB|PHLEB|Phlebotomist|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310100/2621|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310100/2621|PHLEB|PHLEB|Phlebotomist|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310100/2622|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310100/2622|PHLEB|PHLEB|Phlebotomist|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310100/2623|LAB TECH|LAB TECH|Lab Technicians|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310100/2623|PHLEB|PHLEB|Phlebotomist|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310100/2624|PHLEB|PHLEB|Phlebotomist|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310100/2625|PHLEB|PHLEB|Phlebotomist|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310101/2467|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310101/2467|OT|OT|Occupational Therapy|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310101/2467|PT|PT|Physical Therapy|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310101/2467|SLP|SLP|Speech-Language Pathology|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310102/2430|ASST|ASST|Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310102/2842|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310102/2842|MA|MA|Medical Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310102/2842|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310102/2842|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310104/2038|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310104/2038|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310107/2533|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310107/2533|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310108/2530|ASST|ASST|Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310108/2530|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310108/2530|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310109/2144|CNSLR|CNSLR|Behavioral Health Counselor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310109/2144|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310109/2144|LVN|LVN|Licensed Vocational Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200198/198|SW|SW|Social Worker|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200282/282|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200282/282|LVN|LVN|Licensed Vocational Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200282/282|MA|MA|Medical Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200282/282|NM|NM|Nurse Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200282/282|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200282/282|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200282/282|SW|SW|Social Worker|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200283/283|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200283/283|MGR|MGR|Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200283/283|RAD TECH|RAD TECH|Radiology Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200283/283|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200283/283|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200311/311|APP|APP|Advanced Practice Professional|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200311/311|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200311/311|LVN|LVN|Licensed Vocational Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200311/311|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200644/644|ANM|ANM|Assistant Nurse Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200644/644|APP|APP|Advanced Practice Professional|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200644/644|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200644/644|LVN|LVN|Licensed Vocational Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200644/644|MA|MA|Medical Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200644/644|NM|NM|Nurse Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200644/644|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200644/644|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200644/644|TRNSPT|TRNSPT|Patient Transporter|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/OPO-Tissue/4200747/747|ASST|ASST|Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/OPO-Tissue/4200747/747|LAB TECH|LAB TECH|Lab Technicians|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/OPO-Tissue/4200747/747|MGR|MGR|Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/OPO-Tissue/4200747/747|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/OPO-Tissue/4200747/747|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/OPO-Tissue/4200747/747|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/OPO-Tissue/4200778/778|LAB TECH|LAB TECH|Lab Technicians|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/OPO-Tissue/4200778/778|MGR|MGR|Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/OPO-Tissue/4200778/778|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/OPO-Tissue/4200778/778|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Perioperative/4200148/148|CCP|CCP|Clinical Care Partner|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Perioperative/4200148/148|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Perioperative/4200150/150|ANM|ANM|Assistant Nurse Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Perioperative/4200150/150|ASST|ASST|Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Perioperative/4200150/150|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Perioperative/4200150/150|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Perioperative/4200150/150|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Perioperative/4200150/150|SURG TECH|SURG TECH|Surgical Technicians|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Perioperative/4200150/150|TECH|TECH|Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Perioperative/4200151/151|ANM|ANM|Assistant Nurse Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Perioperative/4200151/151|CCP|CCP|Clinical Care Partner|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Perioperative/4200151/151|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Perioperative/4200152/152|STRL TECH|STRL TECH|Sterile Processing Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Perioperative/4200152/152|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Perioperative/4200153/153|MGR|MGR|Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Perioperative/4200153/153|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Perioperative/4200153/153|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Perioperative/4200153/153|TECH|TECH|Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Perioperative/4200164/164|CCP|CCP|Clinical Care Partner|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Perioperative/4200164/164|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Perioperative/4200296/296|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Perioperative/4200296/296|LVN|LVN|Licensed Vocational Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Perioperative/4200296/296|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Perioperative/4200323/323|ANM|ANM|Assistant Nurse Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Perioperative/4200323/323|ASST|ASST|Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Perioperative/4200323/323|NM|NM|Nurse Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Perioperative/4200323/323|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Perioperative/4200323/323|SURG TECH|SURG TECH|Surgical Technicians|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Perioperative/4200324/324|ANM|ANM|Assistant Nurse Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Perioperative/4200324/324|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
